order_item_id,order_id,product_id,quantity,unit_price,discount
9760,53848,1014,3.0,2270.0,5.0
4995,51980,1037,1.0,2640.0,20.0
19670,57778,1005,3.0,5510.0,0.0
11504,54521,1020,1.0,720.0,15.0
8838,53482,1053,3.0,3470.0,5.0
20064,57946,1047,1.0,5950.0,0.0
13659,55380,1028,2.0,4510.0,10.0
7504,52946,1074,4.0,1880.0,5.0
8616,53395,1013,1.0,220.0,15.0
10050,53963,1023,2.0,4290.0,0.0
16054,56339,1006,1.0,4150.0,10.0
18688,57378,1024,1.0,9110.0,0.0
8376,53295,1064,1.0,7500.0,0.0
10955,54304,1042,1.0,590.0,10.0
4581,51810,1030,3.0,4290.0,15.0
4332,51715,1002,2.0,3080.0,0.0
5428,52150,1050,1.0,7140.0,15.0
11259,54429,1046,1.0,3450.0,0.0
10588,54169,1028,,4510.0,15.0
13524,55330,1022,1.0,3830.0,20.0
2928,51158,1012,1.0,6600.0,0.0
10101,53983,1049,2.0,2810.0,20.0
1022,50405,1008,1.0,6630.0,10.0
6616,52600,1021,1.0,5530.0,0.0
2602,51025,1020,1.0,720.0,0.0
3577,51412,1019,3.0,4560.0,10.0
1342,50527,1045,5.0,8330.0,20.0
10354,54077,1034,2.0,10530.0,0.0
9130,53597,1049,4.0,2810.0,0.0
11243,54422,1072,1.0,4390.0,0.0
1388,50547,1028,1.0,4510.0,5.0
17985,57087,1060,2.0,5950.0,5.0
13450,55298,1029,1.0,3490.0,20.0
17616,56943,1027,1.0,7200.0,0.0
2572,51012,1064,2.0,7500.0,10.0
11534,54533,1032,2.0,1990.0,15.0
10234,54033,1038,4.0,4270.0,0.0
15574,56152,1015,3.0,3850.0,10.0
6142,52423,1031,1.0,9170.0,15.0
528,50204,1019,2.0,4560.0,0.0
11669,54585,1032,2.0,1990.0,0.0
14188,55594,1004,1.0,9380.0,15.0
11163,54388,1073,1.0,6680.0,15.0
6634,52607,1072,2.0,4390.0,20.0
4248,51679,1062,1.0,280.0,0.0
49,50020,1004,1.0,9380.0,0.0
5398,52135,1029,1.0,3490.0,0.0
14303,55645,1004,1.0,9380.0,0.0
7931,53124,1038,1.0,4270.0,0.0
3847,51520,1011,1.0,4590.0,5.0
15388,56076,1011,2.0,4590.0,5.0
15579,56155,1042,1.0,590.0,15.0
16613,56556,1009,2.0,6030.0,0.0
15941,56295,1036,1.0,6710.0,5.0
17606,56939,1031,1.0,9170.0,5.0
18430,57273,1005,2.0,5510.0,20.0
6511,52560,1060,1.0,5950.0,0.0
19978,57912,1045,3.0,8330.0,0.0
2326,50913,1018,1.0,3890.0,0.0
16649,56573,1001,1.0,6530.0,0.0
653,50254,1040,3.0,3060.0,10.0
12944,55093,1030,1.0,4290.0,10.0
3710,51465,1071,2.0,1670.0,20.0
5679,52245,1008,1.0,6630.0,0.0
18900,57468,1047,2.0,5950.0,5.0
4215,51665,1020,2.0,720.0,15.0
4404,51740,1048,2.0,7870.0,10.0
5472,52168,1022,2.0,3830.0,15.0
4988,51976,1060,3.0,5950.0,10.0
18643,57356,1017,1.0,3470.0,0.0
7530,52959,1007,2.0,1100.0,0.0
6816,52684,1058,1.0,5550.0,10.0
2633,51038,1038,4.0,4270.0,25.0
9936,53917,1022,2.0,3830.0,0.0
8297,53267,1034,1.0,,10.0
16566,56540,1046,2.0,3450.0,0.0
7685,53022,1051,1.0,7060.0,15.0
2287,50895,1070,1.0,2320.0,10.0
3400,51343,1064,1.0,7500.0,15.0
18611,57344,1032,1.0,1990.0,0.0
4014,51583,1056,1.0,1230.0,0.0
14033,55530,1009,1.0,6030.0,5.0
2910,51152,1021,2.0,5530.0,0.0
6524,52564,1068,3.0,10570.0,20.0
19996,57918,1045,2.0,8330.0,20.0
17038,56721,1012,2.0,6600.0,10.0
12152,54783,1026,1.0,7010.0,5.0
15117,55974,1025,1.0,4730.0,5.0
12916,55083,1012,3.0,6600.0,20.0
6541,52570,1029,3.0,3490.0,10.0
5544,52195,1068,1.0,10570.0,0.0
19973,57909,1013,2.0,220.0,5.0
10029,53955,1043,1.0,4500.0,10.0
6347,52501,1007,1.0,1100.0,10.0
17491,56896,1045,4.0,8330.0,0.0
9346,53680,1021,4.0,5530.0,10.0
19475,57703,1049,1.0,2810.0,10.0
4341,51718,1054,5.0,1830.0,0.0
1442,50566,1057,1.0,2370.0,0.0
11199,54405,1012,1.0,6600.0,0.0
14192,55596,1026,1.0,,15.0
19236,57603,1021,3.0,5530.0,10.0
10794,54243,1051,1.0,7060.0,5.0
5888,52326,1060,1.0,5950.0,0.0
12863,55063,1032,2.0,1990.0,0.0
5633,52229,1066,1.0,3610.0,15.0
12972,55104,1013,4.0,220.0,
10936,54297,1004,3.0,9380.0,25.0
9671,53815,1049,1.0,2810.0,20.0
10382,54085,1037,1.0,2640.0,0.0
6572,52585,1004,1.0,9380.0,10.0
17057,56728,1027,3.0,7200.0,10.0
16816,56633,1050,1.0,,5.0
4522,51787,1028,1.0,4510.0,10.0
3628,51432,1016,1.0,3350.0,10.0
18160,57162,1062,3.0,280.0,10.0
10845,54262,1048,1.0,7870.0,15.0
12943,55092,1073,4.0,6680.0,0.0
18766,57412,1067,1.0,4370.0,0.0
15692,56203,1071,4.0,1670.0,0.0
8657,53412,1055,1.0,1380.0,10.0
17609,56940,1023,4.0,4290.0,10.0
19188,57585,1009,1.0,6030.0,5.0
8876,53498,1061,1.0,8080.0,10.0
1535,50602,1055,2.0,1380.0,20.0
15144,55985,1021,2.0,5530.0,0.0
7649,53007,1056,2.0,1230.0,5.0
7197,52834,1001,1.0,6530.0,0.0
9057,53569,1038,1.0,4270.0,10.0
14353,55669,1028,1.0,4510.0,0.0
15006,55931,1033,2.0,2910.0,0.0
17191,56777,1013,2.0,220.0,10.0
6417,52528,1004,3.0,9380.0,5.0
8009,53158,1024,1.0,9110.0,10.0
2782,51100,1014,1.0,2270.0,0.0
3366,51331,1058,2.0,5550.0,0.0
14919,55891,1037,2.0,2640.0,10.0
14942,55902,1010,2.0,8870.0,15.0
19229,57599,1029,1.0,3490.0,10.0
9047,53566,1008,3.0,6630.0,0.0
17111,56749,1066,1.0,3610.0,0.0
9298,53663,1033,1.0,2910.0,25.0
6024,52377,1054,2.0,1830.0,10.0
18569,57328,1042,,590.0,0.0
8120,53198,1026,1.0,7010.0,20.0
3755,51481,1040,1.0,3060.0,0.0
4773,51886,1006,2.0,4150.0,5.0
11825,54651,1011,2.0,4590.0,0.0
19920,57883,1009,2.0,6030.0,10.0
5278,52090,1063,1.0,1660.0,10.0
12366,54870,1020,1.0,720.0,10.0
8523,53355,1052,1.0,6950.0,0.0
16679,56583,1038,2.0,4270.0,5.0
4112,51624,1055,4.0,1380.0,10.0
6643,52611,1057,1.0,2370.0,10.0
5218,52067,1022,1.0,3830.0,0.0
13237,55214,1009,3.0,6030.0,0.0
10600,54172,1026,4.0,7010.0,0.0
12421,54892,1040,1.0,3060.0,0.0
5197,52058,1057,4.0,2370.0,0.0
6978,52745,1058,2.0,5550.0,10.0
6662,52618,1029,1.0,3490.0,0.0
3051,51206,1065,2.0,7400.0,0.0
12958,55097,1001,4.0,6530.0,0.0
5873,52320,1043,2.0,4500.0,5.0
18034,57111,1025,1.0,4730.0,0.0
4178,51648,1024,1.0,9110.0,5.0
5700,52254,1006,1.0,4150.0,0.0
15219,56014,1021,1.0,5530.0,20.0
4093,51616,1045,1.0,8330.0,5.0
3771,51486,1031,1.0,9170.0,10.0
14936,55900,1010,1.0,8870.0,0.0
10126,53993,1037,2.0,2640.0,20.0
8303,53269,1060,1.0,5950.0,10.0
13904,55477,1020,2.0,720.0,5.0
19593,57749,1047,1.0,5950.0,10.0
10172,54010,1035,2.0,6470.0,15.0
12363,54870,1019,1.0,4560.0,10.0
18479,57292,1010,1.0,8870.0,0.0
1345,50529,1004,2.0,9380.0,15.0
6193,52443,1062,1.0,280.0,15.0
331,50134,1070,1.0,2320.0,0.0
1773,50692,1051,1.0,7060.0,0.0
15842,56259,1061,1.0,8080.0,0.0
17439,56877,1030,1.0,4290.0,5.0
12261,54824,1064,2.0,7500.0,0.0
15644,56182,1066,2.0,3610.0,0.0
2244,50879,1040,2.0,3060.0,0.0
14743,55825,1063,2.0,1660.0,0.0
2671,51053,1057,1.0,2370.0,0.0
5871,52319,1012,1.0,6600.0,15.0
20184,57996,1039,2.0,8680.0,15.0
15988,56314,1059,1.0,4580.0,10.0
1967,50769,1033,1.0,2910.0,0.0
12906,55080,1025,1.0,4730.0,10.0
17870,57047,1053,2.0,3470.0,5.0
19125,57562,1062,2.0,280.0,0.0
6576,52587,1072,1.0,4390.0,0.0
13349,55255,1060,2.0,5950.0,0.0
3839,51516,1073,2.0,6680.0,10.0
19875,57865,1050,2.0,7140.0,25.0
16659,56577,1036,1.0,6710.0,10.0
5368,52125,1006,2.0,4150.0,5.0
17861,57044,1013,1.0,220.0,10.0
18656,57364,1061,1.0,8080.0,5.0
7940,53128,1064,1.0,7500.0,10.0
19263,57615,1044,2.0,3230.0,15.0
17079,56736,1063,1.0,1660.0,
12555,54942,1046,1.0,3450.0,10.0
2630,51036,1054,1.0,1830.0,5.0
1088,50429,1032,1.0,1990.0,10.0
12913,55082,1062,2.0,280.0,10.0
7089,52793,1070,1.0,2320.0,5.0
3723,51469,1051,1.0,7060.0,10.0
8084,53185,1045,2.0,8330.0,5.0
16594,56550,1008,4.0,6630.0,10.0
10922,54291,1015,1.0,3850.0,0.0
19453,57691,1043,3.0,4500.0,0.0
18238,57196,1007,3.0,1100.0,0.0
14800,55846,1015,4.0,3850.0,0.0
788,50311,1008,3.0,6630.0,5.0
7632,53000,1052,2.0,6950.0,15.0
1349,50532,1069,2.0,4090.0,25.0
10150,54003,1009,2.0,6030.0,0.0
8288,53262,1051,1.0,7060.0,5.0
7824,53079,1058,3.0,5550.0,10.0
712,50276,1011,1.0,4590.0,0.0
11395,54480,1050,3.0,7140.0,25.0
13526,55331,1054,1.0,1830.0,5.0
15114,55972,1044,2.0,3230.0,20.0
13088,55152,1009,1.0,6030.0,5.0
16271,56423,1005,1.0,5510.0,0.0
9576,53774,1071,2.0,1670.0,10.0
17997,57091,1014,3.0,2270.0,0.0
5615,52223,1035,1.0,6470.0,15.0
3281,51297,1034,4.0,10530.0,10.0
19054,57534,1071,1.0,1670.0,20.0
10547,54153,1020,3.0,720.0,10.0
7430,52917,1049,2.0,2810.0,0.0
3836,51515,1009,1.0,6030.0,15.0
13370,55262,1061,1.0,8080.0,0.0
1294,50510,1014,1.0,2270.0,0.0
6074,52395,1060,1.0,5950.0,10.0
12263,54825,1063,3.0,1660.0,10.0
15389,56076,1003,3.0,2040.0,10.0
11987,54713,1043,1.0,4500.0,5.0
10080,53974,1061,3.0,8080.0,10.0
5727,52264,1049,1.0,2810.0,5.0
16718,56597,1056,1.0,1230.0,25.0
4554,51801,1034,1.0,10530.0,0.0
17221,56787,1061,1.0,8080.0,10.0
17558,56923,1002,1.0,3080.0,0.0
6380,52515,1075,3.0,2140.0,25.0
2239,50877,1059,1.0,4580.0,10.0
3938,51554,1049,1.0,,5.0
15052,55949,1075,1.0,2140.0,5.0
8681,53421,1008,2.0,6630.0,5.0
13871,55464,1030,2.0,4290.0,15.0
6029,52379,1007,1.0,1100.0,0.0
12771,55026,1011,3.0,4590.0,5.0
6931,52726,1056,2.0,1230.0,0.0
9664,53813,1060,1.0,5950.0,15.0
2648,51044,1069,1.0,4090.0,5.0
17891,57053,1034,4.0,10530.0,10.0
3937,51553,1025,2.0,4730.0,0.0
16396,56467,1050,3.0,7140.0,0.0
9449,53726,1072,1.0,4390.0,25.0
7118,52804,1030,1.0,4290.0,25.0
14806,55847,1038,1.0,4270.0,5.0
7773,53059,1050,1.0,7140.0,5.0
19456,57692,1027,2.0,7200.0,5.0
2553,51004,1058,1.0,5550.0,5.0
9406,53706,1074,3.0,1880.0,10.0
17277,56809,1018,2.0,3890.0,25.0
11938,54691,1024,2.0,9110.0,15.0
15302,56045,1023,2.0,4290.0,0.0
17539,56914,1007,2.0,1100.0,10.0
5040,51998,1054,1.0,1830.0,5.0
5532,52191,1025,5.0,4730.0,5.0
19506,57713,1048,1.0,7870.0,0.0
81,50033,1014,2.0,2270.0,5.0
15194,56004,1037,3.0,2640.0,5.0
6903,52715,1052,2.0,6950.0,10.0
4480,51772,1006,2.0,4150.0,0.0
15459,56105,1066,1.0,3610.0,20.0
5788,52288,1001,,6530.0,5.0
10111,53987,1030,1.0,4290.0,5.0
14038,55532,1027,1.0,7200.0,10.0
6624,52603,1033,1.0,2910.0,10.0
17963,57081,1016,2.0,3350.0,15.0
2494,50980,1074,4.0,1880.0,20.0
8560,53374,1053,4.0,3470.0,5.0
14246,55621,1050,2.0,7140.0,15.0
3006,51189,1026,4.0,7010.0,0.0
13055,55140,1053,1.0,3470.0,5.0
19592,57748,1075,5.0,2140.0,20.0
11373,54472,1005,1.0,5510.0,0.0
12279,54833,1047,2.0,5950.0,25.0
15777,56235,1074,1.0,1880.0,20.0
9983,53936,1064,1.0,7500.0,20.0
19447,57689,1069,1.0,4090.0,0.0
17515,56905,1031,,9170.0,5.0
18164,57163,1031,2.0,9170.0,0.0
16877,56657,1053,1.0,3470.0,10.0
5978,52358,1014,1.0,2270.0,15.0
13678,55388,1021,2.0,5530.0,0.0
14093,55555,1021,1.0,5530.0,0.0
2741,51083,1010,1.0,8870.0,0.0
14601,55769,1058,1.0,5550.0,0.0
12035,54731,1035,2.0,6470.0,0.0
7659,53011,1008,2.0,6630.0,20.0
17,50007,1066,1.0,3610.0,10.0
5709,52256,1023,1.0,4290.0,5.0
17250,56799,1033,1.0,2910.0,10.0
2745,51084,1031,1.0,9170.0,20.0
3500,51380,1012,1.0,6600.0,15.0
2162,50843,1027,1.0,7200.0,0.0
16229,56404,1021,2.0,5530.0,0.0
3284,51298,1023,3.0,4290.0,25.0
109,50046,1040,2.0,3060.0,10.0
2472,50971,1048,2.0,7870.0,5.0
1228,50485,1048,,7870.0,5.0
14329,55656,1016,2.0,3350.0,10.0
10260,54043,1016,2.0,3350.0,0.0
10556,54157,1048,1.0,7870.0,15.0
758,50295,1069,4.0,4090.0,25.0
4446,51758,1029,1.0,3490.0,10.0
17990,57088,1066,1.0,3610.0,10.0
3168,51251,1043,1.0,4500.0,25.0
666,50259,1034,1.0,10530.0,20.0
11456,54502,1001,2.0,6530.0,10.0
10479,54125,1066,4.0,3610.0,15.0
20191,57998,1018,1.0,3890.0,0.0
1825,50714,1049,1.0,2810.0,10.0
8148,53207,1055,3.0,1380.0,0.0
948,50375,1049,3.0,2810.0,10.0
15549,56143,1070,1.0,2320.0,0.0
12386,54879,1022,2.0,3830.0,10.0
3320,51311,1046,2.0,3450.0,10.0
18667,57370,1013,3.0,220.0,5.0
15902,56280,1075,1.0,2140.0,0.0
7855,53092,1048,2.0,7870.0,20.0
8058,53175,1042,2.0,590.0,0.0
12706,55002,1067,1.0,4370.0,0.0
1046,50412,1068,1.0,10570.0,
7934,53126,1045,4.0,8330.0,10.0
5027,51993,1004,,9380.0,0.0
4488,51775,1072,1.0,4390.0,20.0
11711,54602,1054,1.0,1830.0,20.0
7851,53091,1072,1.0,4390.0,0.0
13077,55149,1014,1.0,2270.0,5.0
12136,54776,1006,2.0,,10.0
12156,54784,1072,,4390.0,0.0
11181,54397,1042,1.0,590.0,5.0
20163,57988,1053,1.0,3470.0,0.0
12787,55034,1003,2.0,2040.0,25.0
12106,54762,1056,1.0,1230.0,0.0
19759,57815,1063,2.0,1660.0,0.0
6348,52502,1047,2.0,5950.0,25.0
1527,50600,1005,1.0,5510.0,0.0
